               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  61,            0.017194,           0.0076336,           0.0083027,             0.97448,             0.97961,             0.98096,             0.83824,           0.0069401,           0.0022566,           0.0020144,             0.00406,             0.00406,             0.00406
                  62,            0.017061,           0.0075519,            0.008094,             0.97083,             0.98068,             0.98127,             0.83753,           0.0070155,           0.0022599,           0.0021191,            0.003961,            0.003961,            0.003961
                  63,            0.016931,           0.0074921,           0.0077733,               0.976,             0.98277,             0.98366,             0.83897,           0.0069791,           0.0022634,           0.0019194,            0.003862,            0.003862,            0.003862
                  64,            0.016598,           0.0074877,           0.0086479,             0.97309,             0.98276,             0.98438,             0.83962,            0.006991,           0.0022464,           0.0017459,            0.003763,            0.003763,            0.003763
                  65,            0.016701,           0.0074887,           0.0083278,             0.97266,             0.98458,             0.98393,             0.84245,           0.0069227,            0.002247,           0.0017757,            0.003664,            0.003664,            0.003664
                  66,            0.016561,           0.0074094,           0.0078578,             0.97401,              0.9849,             0.98387,             0.84238,           0.0068677,           0.0022411,           0.0017523,            0.003565,            0.003565,            0.003565
                  67,            0.016663,           0.0074304,           0.0079126,             0.97364,              0.9838,             0.98357,             0.84207,           0.0068929,           0.0022423,           0.0017834,            0.003466,            0.003466,            0.003466
                  68,            0.016467,            0.007472,           0.0079936,              0.9734,             0.98169,             0.98162,             0.84081,           0.0069489,           0.0022469,           0.0019007,            0.003367,            0.003367,            0.003367
                  69,            0.016344,           0.0073987,           0.0075732,             0.97268,             0.98201,             0.98208,             0.84162,            0.006963,           0.0022468,           0.0019313,            0.003268,            0.003268,            0.003268
                  70,            0.016193,           0.0073251,           0.0074369,              0.9725,             0.98124,             0.98188,             0.84111,           0.0069253,             0.00224,           0.0019382,            0.003169,            0.003169,            0.003169
                  71,            0.016237,           0.0073315,           0.0072563,             0.97419,              0.9822,             0.98144,             0.84242,            0.006882,           0.0022271,           0.0019239,             0.00307,             0.00307,             0.00307
                  72,            0.016149,            0.007358,           0.0069851,             0.97607,             0.98115,             0.98189,             0.84313,           0.0068413,           0.0022266,           0.0019714,            0.002971,            0.002971,            0.002971
                  73,            0.016089,           0.0073665,           0.0074074,             0.97562,              0.9809,             0.98095,             0.84149,           0.0068532,           0.0022267,           0.0021871,            0.002872,            0.002872,            0.002872
                  74,            0.015805,           0.0073203,           0.0068754,              0.9725,             0.98267,             0.97984,             0.84145,           0.0068338,           0.0022319,           0.0022363,            0.002773,            0.002773,            0.002773
                  75,            0.015787,           0.0072395,           0.0068956,             0.97258,             0.98302,             0.97939,             0.84028,           0.0068358,           0.0022292,           0.0023159,            0.002674,            0.002674,            0.002674
                  76,            0.015589,           0.0072057,           0.0068917,             0.97619,             0.97985,             0.97931,              0.8393,           0.0068407,           0.0022345,           0.0023193,            0.002575,            0.002575,            0.002575
                  77,            0.015507,           0.0072333,           0.0064736,             0.97548,             0.98044,              0.9788,             0.84066,           0.0068192,            0.002235,            0.002372,            0.002476,            0.002476,            0.002476
                  78,            0.015528,           0.0072863,           0.0066676,             0.97177,             0.98388,             0.97894,             0.84089,           0.0068003,           0.0022306,           0.0023934,            0.002377,            0.002377,            0.002377
                  79,            0.015279,           0.0072164,           0.0064778,             0.97442,             0.98269,             0.97886,             0.84085,           0.0067772,           0.0022205,           0.0023893,            0.002278,            0.002278,            0.002278
                  80,            0.015357,           0.0072277,           0.0067643,              0.9732,             0.98478,             0.97926,             0.84138,           0.0067608,           0.0022133,           0.0023966,            0.002179,            0.002179,            0.002179
                  81,              0.0153,           0.0072693,           0.0064929,             0.97499,             0.98437,             0.97933,             0.84163,           0.0067659,           0.0022084,           0.0023531,             0.00208,             0.00208,             0.00208
                  82,            0.015242,           0.0072321,           0.0064033,             0.97631,             0.98412,             0.97955,             0.84192,           0.0067729,           0.0022064,           0.0023497,            0.001981,            0.001981,            0.001981
                  83,            0.015015,            0.007089,           0.0059998,             0.97584,             0.98454,             0.97945,             0.84232,           0.0067706,           0.0022023,           0.0023364,            0.001882,            0.001882,            0.001882
                  84,            0.014942,           0.0070534,           0.0061796,             0.97668,             0.98434,             0.97992,             0.84302,           0.0067505,           0.0021966,            0.002239,            0.001783,            0.001783,            0.001783
                  85,            0.014737,           0.0071031,           0.0056605,              0.9755,             0.98413,             0.97996,             0.84387,           0.0067332,           0.0021934,           0.0022318,            0.001684,            0.001684,            0.001684
                  86,            0.014717,           0.0071263,           0.0063206,             0.97424,              0.9854,             0.98024,             0.84506,           0.0067225,           0.0021917,           0.0022341,            0.001585,            0.001585,            0.001585
                  87,            0.014662,           0.0071134,           0.0056986,             0.97364,             0.98526,             0.98025,             0.84551,           0.0067228,           0.0021897,           0.0022228,            0.001486,            0.001486,            0.001486
                  88,            0.014495,           0.0070563,           0.0057173,             0.97653,             0.98429,             0.98044,             0.84552,           0.0067003,           0.0021862,           0.0022126,            0.001387,            0.001387,            0.001387
                  89,            0.014386,           0.0070092,           0.0056784,             0.97621,             0.98549,             0.98048,              0.8455,           0.0066822,            0.002184,           0.0022231,            0.001288,            0.001288,            0.001288
                  90,            0.014335,           0.0069964,           0.0054615,             0.97788,             0.98417,             0.98038,             0.84593,           0.0066827,           0.0021816,           0.0022189,            0.001189,            0.001189,            0.001189
                  91,            0.014106,            0.006961,           0.0053014,             0.97703,             0.98531,             0.98039,             0.84645,           0.0066773,           0.0021803,            0.002212,             0.00109,             0.00109,             0.00109
                  92,            0.013982,           0.0069389,           0.0049297,             0.97772,             0.98543,             0.98042,             0.84619,           0.0066705,           0.0021779,           0.0022013,            0.000991,            0.000991,            0.000991
                  93,            0.013882,           0.0069556,           0.0056721,             0.97772,             0.98542,             0.98045,             0.84642,           0.0066723,           0.0021763,           0.0022051,            0.000892,            0.000892,            0.000892
                  94,            0.013753,           0.0069896,           0.0049921,             0.97856,             0.98447,             0.98024,             0.84635,           0.0066689,           0.0021727,           0.0022151,            0.000793,            0.000793,            0.000793
                  95,            0.013762,           0.0068663,           0.0051031,             0.97852,              0.9851,              0.9802,             0.84634,           0.0066641,           0.0021709,           0.0022266,            0.000694,            0.000694,            0.000694
                  96,            0.013612,           0.0068293,           0.0050174,             0.97779,             0.98517,             0.98017,             0.84614,           0.0066601,           0.0021704,           0.0022377,            0.000595,            0.000595,            0.000595
                  97,            0.013569,           0.0068553,           0.0046615,             0.97841,             0.98465,             0.97999,             0.84585,           0.0066604,           0.0021703,           0.0022537,            0.000496,            0.000496,            0.000496
                  98,            0.013314,           0.0068314,           0.0045774,             0.97833,             0.98466,             0.97996,             0.84616,           0.0066571,           0.0021696,           0.0022669,            0.000397,            0.000397,            0.000397
                  99,            0.013163,           0.0067583,           0.0048014,              0.9784,             0.98457,             0.97972,             0.84634,           0.0066516,           0.0021686,           0.0022816,            0.000298,            0.000298,            0.000298
